BlueDriver Data Log
Nov 28, 2018 6:30:07 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Control Module Voltage (V),Relative Throttle Position (%),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
2226.0,86,500.7,19.8,0.8,71.4,100,86,64.3,16,-0.8,19.2,16.9,0.999,16.7,0.4,72.7,17.1,1856,18.68,12.989,16.0,18,53.3,19.8
2229.0,86,511.9,24.3,9.1,71.4,100,87,69.4,16,-0.8,22.9,14.0,0.996,18.1,1.3,75.5,18.1,1921,19.95,13.028,16.6,18,63.9,22.0
2232.0,86,520.0,26.3,12.9,71.4,100,91,72.6,16,-0.8,26.6,11.9,0.995,21.1,2.2,82.8,21.3,2140,25.17,12.960,23.1,17,89.8,26.5
2235.0,86,531.2,27.3,11.4,71.4,100,96,72.6,16,-0.8,27.1,13.9,1.002,22.0,1.6,83.5,22.0,2312,27.01,12.903,22.8,17,89.6,27.3
2238.0,86,542.6,27.0,6.0,71.4,100,102,73.7,16,-0.8,27.1,13.5,1.001,22.0,1.0,83.2,22.0,2337,27.17,12.965,22.6,17,89.1,26.9
2241.0,86,552.1,26.7,0.0,71.4,100,108,72.9,16,-0.8,26.8,14.5,1.006,21.5,1.2,82.3,21.6,2321,26.85,13.011,22.1,17,88.9,26.6
2244.0,86,555.9,26.3,0.0,71.4,100,110,71.6,16,-0.8,26.3,15.5,1.011,21.2,1.1,81.6,21.2,2290,26.20,12.971,21.6,17,89.8,26.3
2247.0,86,560.9,26.3,3.0,71.4,100,113,70.6,16,-0.8,25.9,16.0,1.010,21.2,0.3,81.6,21.2,2301,25.88,13.040,21.6,17,89.8,26.3
2250.0,86,567.5,26.1,6.6,71.4,100,114,70.7,16,-0.8,25.4,16.2,0.999,21.2,2.3,82.0,21.2,2325,26.12,12.979,21.6,17,89.8,26.3
2253.0,86,573.1,23.8,7.2,71.4,100,116,71.4,16,-0.8,20.0,20.0,1.000,16.7,1.8,66.4,16.5,2246,19.89,12.960,15.7,17,66.2,22.4
2256.0,86,576.0,16.4,0.0,71.8,100,116,63.4,16,-1.4,20.0,19.0,1.000,16.4,1.6,65.0,15.6,2194,17.97,12.960,11.7,17,35.9,16.2
2259.0,86,575.8,6.3,0.0,72.1,100,116,38.5,16,-4.0,14.9,27.3,1.003,14.9,0.6,59.8,16.0,2181,20.27,12.967,15.1,17,42.7,14.9
2262.0,86,573.6,12.6,0.0,72.2,100,116,36.9,16,-4.9,12.1,33.7,1.007,11.0,-1.3,34.0,12.3,2162,13.97,13.040,11.0,17,38.7,17.0
2265.0,86,573.6,18.3,0.0,72.2,100,116,61.1,16,-1.6,19.2,20.5,0.999,16.5,1.6,69.4,16.9,2200,19.78,13.040,13.9,17,45.5,18.7
2268.0,86,576.0,18.3,0.0,72.2,100,118,60.4,16,-1.6,19.6,21.0,0.997,15.6,2.1,61.2,15.2,2215,18.66,13.002,13.0,17,42.4,17.7
2271.0,86,575.9,11.4,0.0,72.2,100,118,30.3,16,-4.7,11.7,29.8,1.005,8.9,1.3,40.5,9.1,2204,13.01,12.960,8.1,17,24.2,13.2
2274.0,86,570.3,7.3,10.3,72.2,100,116,16.9,16,-6.3,6.4,36.1,0.976,1.3,4.0,15.2,0.7,2157,4.43,12.962,0.4,17,0.0,4.7
2277.0,86,565.9,11.2,8.6,72.2,100,113,29.7,16,-5.0,8.9,32.6,0.893,1.5,17.4,13.0,4.3,2125,5.15,13.040,5.5,17,0.0,9.0
2280.0,86,565.2,18.5,0.2,72.1,101,112,63.8,16,-0.8,21.2,18.0,0.992,18.0,-0.8,74.5,14.5,2125,17.44,12.989,12.5,17,0.0,15.9
2283.0,86,567.6,20.7,0.8,71.8,101,112,66.7,16,-0.8,21.5,17.6,1.004,18.0,-0.8,75.2,18.2,2131,22.74,12.926,17.4,17,0.0,16.8
2286.0,86,563.9,4.7,1.8,71.5,101,109,29.5,16,-4.1,12.1,1.4,0.529,10.0,-0.5,52.6,12.4,2074,17.56,12.897,14.4,17,0.0,4.7
2289.0,86,552.8,4.2,0.7,71.4,100,101,9.8,16,-6.6,4.4,-13.0,0.000,0.0,0.0,11.7,0.0,1898,3.54,12.960,0.8,17,0.0,4.3
2292.0,86,542.1,6.8,3.1,71.4,100,90,18.1,16,-6.4,5.3,-8.5,0.059,0.5,-0.0,11.0,0.0,1625,2.87,12.960,1.4,17,3.2,6.4
2295.0,86,537.1,10.1,5.3,71.4,100,81,39.8,16,-3.9,12.5,23.5,1.013,13.7,-1.6,49.4,11.0,1651,11.30,13.008,8.6,18,20.4,11.2
2298.0,86,540.0,10.1,0.4,71.4,100,76,18.0,16,-6.3,5.9,2.0,1.004,9.4,-0.6,38.1,13.6,1494,14.26,13.040,12.8,18,34.8,15.4
2301.0,86,540.0,18.0,44.8,71.7,100,70,56.8,16,-3.5,15.7,2.5,0.999,12.7,0.7,45.5,15.0,1463,14.76,13.058,12.6,18,35.9,15.3
2304.0,86,546.0,23.1,14.0,71.5,100,68,72.6,16,-1.2,23.8,8.6,1.001,19.2,1.4,82.3,19.5,1747,19.37,13.114,20.4,18,89.8,23.9
2307.0,86,554.7,25.3,2.6,71.2,100,69,72.9,16,-0.8,25.3,9.8,1.005,20.0,0.9,84.3,20.4,1950,22.67,13.040,21.2,17,90.7,24.8
2310.0,86,563.0,25.6,3.7,70.9,100,71,72.8,16,-0.8,25.9,11.0,1.000,20.4,1.6,83.1,20.8,2000,22.81,13.040,21.7,17,91.0,25.5
2313.0,86,570.4,25.8,0.7,70.6,100,76,72.2,16,-0.8,25.9,12.0,0.998,20.4,1.6,83.7,20.8,2020,22.76,13.000,21.8,17,91.0,25.8
2316.0,86,579.9,25.1,6.0,70.6,100,82,72.2,16,-0.8,25.4,12.0,0.999,20.4,1.6,82.9,20.6,2030,22.78,12.980,21.5,17,91.0,25.5
2319.0,86,585.6,25.4,3.3,70.6,100,85,71.4,16,-0.8,25.1,12.5,1.000,20.3,1.6,81.7,20.4,2038,22.93,13.040,21.2,17,91.0,25.1
2322.0,86,592.0,25.3,1.0,70.6,100,90,70.6,16,-0.8,24.9,13.2,0.996,19.9,1.6,81.9,20.4,2050,23.00,13.040,21.2,17,91.0,25.1
2325.0,86,596.0,23.7,7.3,70.6,99,94,70.1,16,-0.8,23.9,11.5,0.998,18.0,1.6,74.9,18.3,1960,20.56,13.040,18.2,17,70.7,22.4
2328.0,86,596.2,19.4,30.9,70.6,100,98,63.5,16,-0.8,20.8,14.7,1.000,17.3,1.1,73.8,17.2,1925,19.35,13.040,16.1,17,49.6,18.6
2331.0,86,599.7,14.1,54.3,70.8,100,100,56.0,16,-1.2,17.4,19.3,1.000,16.0,1.2,69.1,16.2,1930,18.63,13.040,15.7,17,45.4,15.3
2334.0,86,598.1,14.3,32.8,71.0,100,103,45.9,16,-2.4,13.6,25.2,1.000,14.0,2.3,59.2,14.1,1950,15.98,13.040,11.4,17,28.2,14.8
2337.0,86,594.9,12.3,0.0,71.1,100,106,33.2,16,-6.3,7.5,35.0,1.013,11.0,-0.8,42.0,12.4,1967,14.05,13.040,10.3,17,27.0,12.5
2340.0,86,591.5,5.3,0.0,71.4,100,106,19.6,16,-6.3,7.5,38.4,1.005,11.0,-1.1,38.6,11.6,1980,12.79,13.040,9.0,18,24.8,10.3
2343.0,86,583.9,12.9,0.0,71.4,100,106,32.6,16,-3.7,10.1,33.6,0.998,11.2,0.9,40.0,11.2,1990,12.15,13.040,8.1,18,21.9,12.5
2346.0,86,584.0,7.9,0.0,71.6,100,106,28.2,16,-3.2,9.9,15.2,0.771,10.3,3.2,37.3,10.9,1996,11.35,13.040,7.1,18,7.5,6.9
2349.0,86,578.9,8.8,0.0,71.7,100,106,19.0,16,-5.7,5.5,-9.8,0.033,6.0,0.0,25.5,12.9,1950,15.27,13.040,9.6,18,21.8,11.2
2352.0,86,572.0,13.9,10.6,71.4,100,104,52.5,16,-1.6,14.9,23.5,0.998,14.1,1.2,48.6,14.0,1982,15.91,12.996,6.4,18,19.1,11.5
2355.0,86,571.9,9.8,65.8,71.0,100,104,42.7,16,-1.6,13.6,25.7,0.998,11.5,1.2,43.3,7.9,2010,12.18,12.986,2.6,18,2.8,5.5
2358.0,86,567.8,10.7,20.1,71.0,100,104,37.3,16,-1.6,12.4,28.5,1.001,10.4,0.8,32.5,3.2,2047,7.09,13.022,3.7,18,9.5,7.5
2361.0,86,568.0,12.7,20.0,71.0,100,104,29.5,16,-3.0,10.0,20.7,0.840,10.5,0.7,44.5,12.6,2137,15.15,12.880,10.2,18,29.4,12.6
2364.0,86,562.0,10.7,24.4,71.0,100,103,18.1,16,-6.3,4.7,-13.0,0.000,0.0,0.0,11.8,0.0,1981,6.72,12.986,3.9,18,13.0,9.2
2367.0,86,549.5,4.2,0.0,71.0,100,100,10.2,16,-6.3,4.3,-13.0,0.000,0.0,0.0,11.5,0.0,1887,3.40,13.040,0.6,18,0.0,4.2
2370.0,86,535.9,3.9,0.0,71.4,100,94,9.6,16,-6.8,4.1,-13.0,0.000,0.0,0.0,11.2,0.0,1786,3.18,13.050,0.8,18,0.0,3.9
2373.0,86,527.3,3.6,0.0,72.0,101,89,9.4,16,-7.0,3.9,-13.0,0.000,0.0,0.0,11.1,0.0,1664,2.92,13.077,0.8,18,0.0,3.5
2376.0,86,517.8,4.1,0.0,72.4,101,85,10.1,16,-7.0,3.9,-11.0,0.000,0.0,0.0,11.4,0.0,1600,2.93,13.040,0.8,18,0.0,3.8
2379.0,86,509.6,5.3,0.0,72.3,100,84,15.3,16,-6.9,3.9,1.5,0.000,0.0,0.0,12.0,0.0,1536,2.89,13.076,0.8,18,0.0,3.7
2382.0,86,503.5,6.5,0.0,72.5,101,80,54.1,16,-3.9,12.0,16.4,0.695,2.6,2.5,21.3,1.4,1519,2.91,13.010,0.8,18,0.0,3.5
2385.0,86,499.9,4.3,0.0,72.2,101,80,26.1,16,-5.7,8.4,2.9,0.552,2.3,2.4,22.1,1.6,1513,2.93,12.908,0.8,18,0.0,3.5
2388.0,86,492.9,5.7,0.0,72.0,101,79,24.8,16,-6.0,6.5,-3.5,0.192,1.9,0.3,15.8,0.8,1492,2.86,13.040,0.8,18,0.0,3.5
2391.0,86,489.3,8.6,0.0,71.9,101,79,47.7,16,-3.9,12.5,23.0,1.013,12.9,2.3,56.5,13.3,1662,13.38,13.040,6.7,18,13.0,8.4
2394.0,86,492.5,12.2,0.0,72.2,100,82,52.5,16,-3.9,13.3,21.9,0.999,13.2,3.7,58.7,13.1,1643,13.04,13.007,6.9,18,16.6,10.6
2397.0,86,495.9,5.9,0.0,72.2,101,83,30.9,16,-5.7,9.1,31.5,0.994,10.5,3.2,47.2,10.9,1603,10.73,12.976,1.8,18,0.6,4.0
2400.0,86,493.3,6.2,0.0,72.2,101,83,20.3,16,-7.0,5.9,40.0,0.996,5.1,1.8,21.3,5.9,1548,5.19,13.040,2.7,18,7.5,5.9
2403.0,86,488.5,5.2,0.0,72.3,101,81,19.0,16,-7.0,5.7,35.5,0.962,0.0,7.0,12.9,0.0,1525,2.91,12.960,1.3,18,2.9,4.5
2406.0,86,481.6,3.6,0.0,72.6,101,77,11.0,16,-7.0,3.9,-13.0,0.000,0.0,1.8,13.2,0.0,1429,2.83,12.960,0.6,18,0.0,3.5
2409.0,86,472.0,3.9,0.0,73.3,101,60,11.6,16,-7.0,3.9,-13.0,0.000,0.0,0.0,13.9,0.0,1345,2.79,12.985,0.5,18,0.0,3.5
2412.0,86,463.8,3.6,0.0,73.6,101,48,12.2,16,-7.0,3.9,-12.8,0.000,0.0,0.0,14.8,0.0,1288,2.82,13.040,0.8,18,0.0,3.5
2415.0,86,457.3,3.5,0.0,73.9,101,31,13.5,16,-6.7,3.7,-6.8,0.112,0.0,-0.1,16.0,0.0,1225,2.88,13.040,0.8,18,0.0,3.5
2418.0,86,447.7,3.4,0.0,74.2,101,12,16.4,16,-5.6,3.1,22.0,0.999,0.0,-1.6,24.7,0.0,824,2.34,13.040,0.8,18,0.0,3.3
2421.0,86,438.7,3.1,0.0,74.5,101,2,22.0,16,-7.0,3.1,7.8,1.010,0.0,-2.7,27.9,0.0,638,2.13,12.963,0.8,18,0.0,3.1
2424.0,86,432.0,3.1,0.0,74.5,101,0,22.5,16,-7.0,3.1,2.3,1.009,0.0,-4.6,29.4,0.0,592,2.16,12.857,0.8,18,0.0,3.2
2427.0,86,423.1,5.3,0.0,74.5,101,2,26.1,16,-5.7,5.1,13.7,1.004,2.0,-5.1,30.1,1.3,718,2.82,12.808,0.8,18,0.0,3.9
2430.0,86,417.9,8.2,14.8,74.3,101,9,35.2,16,-3.9,8.9,34.6,0.999,9.1,0.0,33.7,9.4,1650,8.65,13.040,5.9,18,9.5,7.7
2433.0,86,418.4,11.7,36.4,74.1,101,21,51.1,16,-3.9,12.5,18.5,0.999,12.9,0.8,57.8,12.7,1477,11.47,13.040,9.1,18,22.6,12.3
2436.0,86,425.5,16.4,44.5,74.1,100,32,68.2,16,-1.6,18.1,14.0,1.001,16.1,0.8,73.4,16.0,1540,15.22,13.040,14.0,18,43.9,16.9
2439.0,86,439.9,22.7,0.0,74.1,100,40,70.1,16,-1.6,22.1,10.9,1.000,18.7,1.5,82.0,18.6,1701,18.98,13.042,19.4,18,76.9,22.0
2442.0,86,452.2,22.9,6.3,73.9,100,48,70.8,16,-1.6,23.3,10.4,0.998,19.1,3.2,82.9,18.5,1762,22.29,13.059,22.7,18,89.0,22.8
2445.0,86,465.1,17.0,7.2,73.7,100,55,60.7,16,-2.3,20.9,10.2,0.997,18.8,3.9,80.8,2.7,1689,7.82,12.985,8.9,18,37.2,13.9
2448.0,86,470.0,6.9,0.0,73.7,101,58,19.4,16,-7.0,3.9,-9.0,0.000,3.7,1.0,34.8,0.8,1330,3.46,12.960,1.7,18,0.0,5.7
2451.0,86,463.3,3.9,0.0,73.7,101,54,14.9,16,-7.0,3.9,-10.7,0.000,0.0,0.0,21.9,0.0,1042,3.89,12.960,0.9,18,0.0,3.8
2454.0,87,451.9,5.5,0.0,73.7,101,53,19.5,16,-5.3,4.9,-2.2,0.384,0.0,1.2,25.2,0.0,981,5.17,12.969,1.1,18,0.0,5.1
2457.0,87,452.0,5.7,0.0,73.7,101,50,23.7,16,-3.9,6.0,8.9,1.012,0.0,3.2,22.4,0.0,1288,4.59,13.040,0.4,18,0.0,5.4
2460.0,87,450.1,6.1,0.0,74.0,101,46,25.1,16,-3.9,6.3,8.6,1.008,0.0,-0.8,25.1,0.0,1300,5.40,12.978,0.4,18,0.0,6.0
2463.0,87,448.0,6.3,17.2,74.6,101,39,26.8,16,-3.9,6.3,9.0,1.013,0.0,0.5,29.3,0.0,1291,5.56,13.008,0.4,18,0.0,6.3
2466.0,87,448.3,6.5,92.3,75.3,101,24,55.7,16,-3.9,13.1,16.7,1.001,8.5,1.6,48.1,7.0,1483,9.89,13.069,4.3,18,8.8,8.4
2469.0,87,451.9,16.1,25.2,75.0,100,31,59.8,16,-3.9,16.3,17.3,0.996,15.0,2.5,67.7,15.1,1701,15.97,13.113,11.9,18,35.3,16.1
2472.0,87,461.4,17.4,1.3,74.9,100,40,63.6,16,-3.2,16.9,13.2,0.999,15.4,2.9,73.4,15.7,1538,15.79,13.040,14.1,18,44.2,17.6
2475.0,87,472.4,17.9,1.7,74.8,100,47,64.7,16,-1.6,17.8,14.1,0.993,16.1,1.6,74.5,16.1,1587,15.96,12.872,13.8,18,43.1,17.6
2478.0,87,481.6,16.6,0.0,74.5,100,54,62.7,16,-1.6,15.7,16.0,1.005,15.3,1.6,63.7,13.8,1503,14.07,12.911,12.2,18,35.7,16.2
2481.0,87,491.9,13.7,0.0,74.1,100,58,56.3,16,-3.0,14.3,17.4,1.006,12.4,2.2,49.6,10.1,1409,10.28,13.022,9.0,18,23.9,13.3
2484.0,87,494.6,12.0,0.0,74.1,101,61,44.8,16,-3.9,11.3,23.1,0.999,9.2,3.0,38.0,6.6,1331,5.42,12.960,3.5,18,9.4,7.5
2487.0,87,496.0,10.3,0.0,74.0,101,62,35.7,16,-3.9,7.8,31.6,0.990,8.6,2.3,43.5,8.6,1175,7.33,13.023,4.4,18,11.7,8.7
2490.0,87,496.0,8.5,0.0,73.7,101,62,42.1,16,-3.9,10.2,22.5,0.999,9.9,3.6,51.4,9.8,1272,9.19,13.052,4.7,18,13.9,9.4
2493.0,87,495.8,5.5,0.0,73.7,101,62,24.3,16,-3.9,6.9,29.9,0.986,7.3,1.6,40.7,7.6,1236,7.75,13.051,3.5,18,11.4,8.2
2496.0,87,491.9,4.7,1.3,73.7,101,61,20.7,16,-5.5,5.3,19.6,0.941,3.5,0.0,27.5,3.9,1178,4.70,13.027,1.5,18,2.7,4.7
2499.0,87,487.7,5.3,1.0,73.8,101,59,22.6,16,-6.3,5.8,6.5,0.900,1.2,0.3,21.9,0.0,1225,3.36,12.960,0.8,18,2.0,4.7
2502.0,87,484.0,5.6,0.0,74.1,101,58,33.6,16,-3.9,9.8,23.5,1.013,12.5,3.9,62.4,9.0,1301,8.83,13.005,1.8,18,1.2,4.4
2505.0,87,484.0,4.3,0.0,74.1,101,58,17.3,16,-6.1,6.4,32.6,0.994,5.8,4.7,41.4,6.8,1285,8.63,13.040,2.1,18,0.0,3.9
2508.0,87,478.2,4.0,0.0,74.1,101,56,15.7,16,-7.0,4.4,19.1,0.668,0.0,4.1,18.3,0.0,1214,3.07,13.040,0.8,18,0.0,3.9
2511.0,87,470.2,3.9,0.0,74.4,101,50,14.1,16,-7.0,3.9,-12.0,0.000,0.0,0.0,16.5,0.0,1225,2.99,13.040,0.8,18,0.0,3.9
2514.0,87,459.8,3.8,0.0,74.9,101,39,14.1,16,-7.0,3.9,-12.0,0.000,0.0,0.0,16.5,0.0,1199,2.98,13.040,0.8,18,0.0,3.7
2517.0,87,447.5,3.5,0.0,75.3,101,24,14.9,16,-7.0,3.9,-12.7,0.000,0.0,0.0,18.0,0.0,1111,2.96,13.040,0.8,18,0.0,3.5
2520.0,87,439.9,3.1,0.0,75.6,101,14,16.6,16,-7.0,3.4,-2.8,0.436,0.0,0.3,21.8,0.0,882,2.71,12.968,0.8,18,0.0,3.5
2523.0,87,434.2,3.1,0.0,75.9,101,5,19.7,16,-7.7,3.1,3.3,0.924,0.0,-1.4,26.5,0.0,565,2.23,12.723,0.8,18,0.0,3.1
2526.0,87,425.6,3.3,0.0,76.1,101,1,22.0,16,-8.6,3.1,-0.4,1.011,0.0,-7.5,29.0,0.0,587,2.72,12.800,0.8,18,0.0,3.4
2529.0,87,417.4,3.3,0.0,76.1,101,2,21.9,16,-8.6,3.1,0.0,0.995,0.0,3.9,28.0,0.0,597,2.26,12.800,0.8,19,0.0,3.1
2532.0,87,410.9,2.7,0.0,76.1,101,0,21.2,16,-8.6,3.1,0.8,0.997,0.0,2.8,27.8,0.0,592,2.08,12.875,0.8,19,0.0,2.7
2535.0,87,403.8,2.7,0.0,76.1,101,0,21.2,16,-8.0,2.8,3.3,0.999,0.0,1.5,27.7,0.0,587,2.04,12.960,0.8,19,0.0,2.7
2538.0,87,395.9,2.7,0.0,76.1,101,0,21.2,16,-7.8,2.9,2.6,1.000,0.0,0.8,27.4,0.0,593,2.05,12.960,0.8,19,0.0,2.7
2541.0,87,390.9,2.9,0.0,75.9,101,0,21.2,16,-7.8,3.1,0.7,1.001,0.0,0.5,27.2,0.0,612,2.16,12.960,0.8,19,0.0,3.1
2544.0,87,384.6,3.1,0.0,75.7,101,0,21.2,16,-7.8,3.1,1.7,1.002,0.0,-1.6,27.8,0.0,612,2.24,12.960,0.8,19,0.0,3.1
2547.0,87,378.2,3.1,0.0,75.7,101,0,21.2,16,-7.8,3.1,5.0,0.989,0.0,-1.6,27.8,0.0,612,2.19,12.875,0.8,19,0.0,3.1
2550.0,87,371.5,3.1,0.0,75.7,101,0,21.2,16,-8.4,3.1,2.9,0.989,0.0,-1.6,27.6,0.0,606,2.23,12.890,0.8,19,0.0,3.2
2553.0,87,363.9,3.1,0.0,75.4,101,0,21.2,16,-8.6,3.1,2.0,0.989,0.0,0.1,27.5,0.0,651,2.39,13.005,1.1,19,0.7,3.7
2556.0,87,358.0,7.9,0.0,75.0,101,5,31.1,16,-6.4,6.6,12.9,0.992,3.9,1.2,31.9,2.2,888,3.67,12.890,2.9,19,10.2,7.8
2559.0,87,360.8,11.0,0.0,74.7,101,15,37.9,16,-3.9,9.3,31.7,1.002,11.5,-1.4,47.6,12.2,1556,11.42,13.040,7.8,20,19.0,10.9
2562.0,87,365.8,12.6,0.0,74.4,101,26,40.5,16,-3.9,6.2,37.2,0.995,8.2,0.0,42.7,11.8,1400,10.80,13.040,9.0,20,22.4,12.5
2565.0,87,371.4,13.3,12.4,74.1,100,33,60.1,16,-3.9,14.5,14.5,0.993,12.2,3.1,57.2,12.6,1432,11.80,13.040,7.7,20,22.4,12.9
2568.0,87,383.9,11.8,72.8,74.1,101,40,53.3,16,-3.9,11.9,17.4,0.994,5.9,5.4,47.9,7.5,1351,9.30,13.019,4.8,20,20.3,12.9
2571.0,87,384.0,8.0,48.7,73.9,101,41,42.1,16,-3.9,8.9,24.0,0.991,1.5,6.2,30.7,0.8,1185,3.29,12.960,0.8,20,0.0,6.9
2574.0,87,386.0,6.3,17.1,73.7,101,42,27.8,16,-3.9,6.3,35.1,0.979,6.7,2.4,33.7,7.1,1162,5.40,13.027,3.0,20,8.7,7.6
2577.0,87,386.5,6.4,0.0,73.7,101,42,30.2,16,-3.9,6.6,35.5,0.979,0.0,7.8,27.2,1.0,1183,3.56,13.040,1.7,20,5.2,6.0
2580.0,87,384.9,5.6,0.0,73.7,101,40,28.3,16,-3.9,11.0,20.0,0.904,8.4,6.1,45.1,6.9,1260,5.39,13.040,2.6,20,4.3,5.3
2583.0,87,387.9,7.5,0.0,73.7,101,44,34.5,16,-3.9,6.5,17.0,0.950,4.7,7.6,34.5,5.3,1278,5.30,13.040,3.2,20,7.7,6.7
2586.0,87,383.9,3.9,0.6,73.7,101,39,21.7,16,-5.6,4.3,2.5,1.044,1.3,6.2,17.4,2.0,1225,3.50,13.029,1.1,20,0.5,3.9
2589.0,87,381.6,4.6,0.4,73.7,101,37,14.6,16,-7.0,4.6,1.6,1.096,4.4,0.4,20.0,7.3,1154,5.44,12.960,3.5,20,16.5,10.2
2592.0,87,380.0,4.8,0.0,73.7,101,38,17.4,16,-7.0,6.2,37.9,1.008,9.0,3.1,39.6,9.4,1237,7.41,13.020,4.7,20,10.0,6.8
2595.0,87,380.0,4.5,0.0,73.8,101,38,20.2,16,-7.0,5.5,37.0,0.988,6.8,3.1,33.4,7.2,1177,6.04,12.992,3.6,20,6.1,4.8
2598.0,87,379.5,5.0,0.0,74.1,101,40,17.3,16,-7.0,4.2,2.4,0.290,2.1,1.2,22.8,2.7,1190,4.05,12.995,1.8,20,4.4,4.9
2601.0,87,376.0,3.9,0.0,73.7,101,34,15.0,16,-7.0,3.9,-9.8,0.000,0.0,0.0,17.2,0.0,1185,3.09,13.021,0.8,20,0.0,3.6
2604.0,87,367.5,3.6,0.0,73.9,101,23,15.3,16,-7.7,4.2,3.2,0.252,1.8,2.2,19.6,1.2,1151,3.50,12.960,0.8,20,0.0,4.3
2607.0,87,360.9,3.2,0.0,74.2,101,15,16.8,16,-8.6,4.6,30.6,0.884,7.1,9.4,27.5,7.1,1400,4.25,13.040,0.5,20,0.0,4.3
2610.0,87,355.9,2.7,0.0,74.5,101,10,18.0,16,-8.6,3.5,11.0,0.961,3.1,0.8,24.7,3.6,1158,3.56,13.040,1.0,20,2.5,4.9
2613.0,87,351.8,5.8,0.0,74.3,101,9,17.7,16,-8.1,3.6,10.6,1.007,0.0,-3.5,22.2,0.0,856,2.61,13.040,2.4,20,11.0,7.5
2616.0,87,348.6,6.5,0.0,74.1,101,7,17.8,16,-7.0,3.9,9.5,0.986,0.0,10.2,23.1,0.0,787,2.77,12.800,1.5,20,5.9,5.8
2619.0,87,339.9,3.5,0.0,74.1,101,0,25.1,16,-7.9,3.7,4.5,0.992,0.0,13.1,21.5,0.0,825,2.60,12.800,0.7,20,0.0,3.5
2622.0,87,336.9,2.3,0.0,74.0,101,0,20.6,14,-7.1,3.8,0.2,1.000,0.0,18.0,18.4,0.0,937,2.01,12.800,0.0,20,0.0,1.6
2625.0,87,332.0,0.0,0.0,73.7,101,0,0.0,1,3.1,6.7,9.0,0.999,0.0,9.2,10.1,0.0,584,1.54,12.734,0.0,20,0.0,0.0
2628.0,87,332.0,0.0,0.0,73.7,101,0,0.0,1,3.1,6.7,9.0,0.999,0.0,0.0,0.0,0.0,0,0.66,12.560,0.0,20,0.0,0.0
2631.0,87,331.9,0.0,0.0,73.7,101,0,0.0,1,3.1,6.7,9.0,0.999,0.0,0.0,0.0,0.0,0,0.66,12.560,0.0,20,0.0,0.0
2634.0,87,332.0,0.0,0.0,73.7,101,0,0.0,1,3.1,6.7,9.0,0.999,0.0,0.0,0.0,0.0,1,0.67,12.561,0.0,20,0.0,0.0
2637.0,87,331.6,0.0,0.0,73.7,101,0,0.1,1,3.1,6.7,9.0,0.999,0.0,0.0,0.0,0.0,0,0.66,12.560,0.0,20,0.0,0.0
2640.0,87,332.0,0.0,0.0,73.7,101,0,0.0,1,3.1,6.7,9.0,0.999,0.0,0.0,0.66,12.560,0.0,20,0.0,0.0
2643.0,87,332.0,0.0,0.0,73.7,101,0,0.0,1,3.1,6.7,9.0,0.999,0.0,0.0
