BlueDriver Data Log
Nov 28, 2018 6:30:07 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Control Module Voltage (V),Relative Throttle Position (%),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
441.0,86,593.1,23.2,0.0,81.2,101,110,69.0,16,-0.8,23.5,15.5,0.994,19.6,-0.8,78.3,20.0,2107,17.56,12.960,15.0,17,1.6,20.6
444.0,86,595.9,24.7,0.0,81.2,101,112,69.7,16,-0.8,24.9,14.5,0.996,20.1,0.0,79.6,14.9,2130,17.00,12.960,15.2,17,0.0,21.2
447.0,86,592.9,16.2,0.0,81.2,101,111,56.7,16,-1.2,20.3,19.0,0.991,17.3,1.7,67.7,7.1,2117,6.00,12.960,0.9,17,0.0,4.7
450.0,86,589.7,11.8,0.0,81.2,101,109,41.3,16,-1.6,13.0,27.4,0.982,10.4,3.5,26.2,0.0,2025,4.22,12.960,3.5,17,0.0,8.6
453.0,86,585.2,13.5,0.2,81.2,101,106,39.0,16,-1.5,11.0,33.5,1.003,5.5,-0.8,22.7,0.0,1967,3.91,12.905,2.6,17,0.4,9.8
456.0,86,580.4,19.4,0.8,81.2,101,104,72.9,16,-0.8,25.1,13.0,0.991,14.8,-0.3,55.4,9.8,2019,9.45,12.880,5.2,17,6.8,10.5
459.0,86,583.5,16.5,0.0,81.2,100,104,69.3,16,-0.8,23.3,12.2,0.999,18.8,-1.0,76.2,17.2,2067,16.85,12.896,11.3,17,25.5,13.9
462.0,86,586.5,17.4,8.1,81.2,100,105,64.2,16,-1.1,21.0,13.2,1.009,18.1,-1.6,76.7,18.2,2049,21.96,12.960,18.8,17,90.1,23.1
465.0,86,588.0,18.8,10.5,81.2,100,107,56.9,16,-1.6,19.1,17.1,0.996,16.9,1.6,71.8,16.9,2036,20.54,12.960,16.7,17,91.1,22.1
468.0,86,588.0,18.5,0.0,81.2,100,110,42.4,16,-1.6,18.4,19.5,0.999,15.2,1.1,63.6,15.4,2066,18.78,12.960,13.6,17,84.2,19.4
471.0,86,587.8,6.3,0.0,81.2,101,110,19.4,16,-4.8,9.9,0.8,0.476,7.3,0.4,38.6,8.7,2064,12.82,12.960,8.7,17,59.8,14.2
474.0,86,576.1,5.2,0.0,81.2,101,108,10.6,16,-6.3,4.7,-12.4,0.000,0.6,0.0,12.2,0.6,2011,3.95,12.961,0.4,17,0.0,4.7
477.0,86,565.2,7.7,7.9,81.2,101,105,21.9,16,-5.0,5.4,-2.5,0.148,3.1,-0.1,13.1,1.2,1950,4.45,12.960,4.3,17,0.9,8.0
480.0,86,558.5,10.3,10.8,81.2,101,104,39.0,16,-2.1,7.6,38.3,1.009,11.4,-0.8,41.2,11.8,1981,10.65,12.960,6.7,17,7.9,10.7
483.0,86,555.2,11.2,1.0,81.2,101,104,13.3,16,-6.3,4.7,-5.0,0.992,6.2,0.3,23.2,8.0,1956,8.38,12.919,8.0,17,10.3,12.7
486.0,86,552.0,14.5,8.8,81.2,101,104,43.8,16,-3.0,9.7,15.7,0.990,2.0,2.3,14.7,3.7,1942,4.84,12.935,6.0,17,5.2,12.6
489.0,86,551.3,7.0,6.7,81.2,101,103,31.3,16,-4.2,13.2,23.8,1.001,6.8,4.4,34.4,6.0,1977,7.88,13.037,2.4,17,0.5,5.5
492.0,86,554.5,18.6,10.8,81.2,101,101,42.0,16,-4.4,19.7,16.8,1.009,19.8,4.6,81.7,20.7,2101,24.13,12.880,20.8,17,18.8,21.5
495.0,86,561.0,29.9,9.8,81.2,101,100,75.6,16,-1.1,31.9,11.1,0.995,25.1,0.8,89.0,25.5,2424,29.96,12.880,25.5,17,61.7,29.7
498.0,86,570.5,33.4,0.0,81.2,100,102,76.9,16,-3.1,33.3,13.0,0.998,25.1,1.4,88.4,25.8,2512,30.91,12.921,28.2,17,86.7,33.3
501.0,86,580.1,34.1,0.0,81.2,100,102,76.3,16,-3.1,33.6,13.0,1.006,25.3,1.6,87.7,25.9,2562,31.38,12.960,29.1,17,86.6,34.2
504.0,86,587.3,34.4,6.7,80.9,100,103,76.1,16,-3.1,34.1,13.0,1.006,25.7,1.8,87.0,25.9,2565,31.22,12.947,29.4,17,86.3,34.5
507.0,86,593.2,35.0,3.7,80.8,100,105,76.1,16,-3.1,34.6,13.0,1.000,25.9,2.4,86.6,25.9,2576,31.27,12.880,29.8,17,86.2,34.8
510.0,86,599.6,34.6,1.6,80.9,100,106,75.9,16,-3.1,34.3,13.2,0.999,25.9,3.1,85.9,26.3,2586,31.38,12.957,30.1,16,85.0,34.2
513.0,86,604.9,31.0,3.6,81.2,100,108,75.3,16,-3.1,30.6,15.0,0.999,22.0,2.0,82.8,21.6,2294,25.47,12.926,23.5,16,64.0,28.2
516.0,86,608.0,20.4,0.0,81.2,100,108,70.5,16,-1.4,26.1,14.0,0.996,20.8,1.1,81.4,20.4,2109,23.05,12.908,18.7,16,48.4,21.4
519.0,86,607.4,26.0,8.3,81.2,100,108,71.6,16,-0.8,25.6,13.7,0.996,20.7,1.4,81.6,21.4,2128,24.76,12.960,22.7,17,88.2,27.1
522.0,86,610.7,27.1,6.2,81.2,100,109,72.9,16,-0.8,27.3,13.4,0.999,21.8,1.7,82.8,22.1,2312,26.57,12.960,22.4,17,88.1,27.1
525.0,86,613.8,27.7,2.1,81.2,100,111,73.5,16,-1.2,28.2,12.3,1.002,22.4,-0.8,84.7,22.7,2411,28.21,12.960,23.2,17,87.9,28.1
528.0,86,616.0,25.9,0.0,81.2,100,114,72.8,16,-3.1,28.2,14.0,1.002,22.4,1.0,84.7,21.9,2429,26.12,12.960,20.7,17,76.0,25.1
531.0,86,616.0,14.9,0.0,81.2,100,116,54.9,16,-2.0,20.7,19.7,0.997,18.2,2.0,71.6,18.7,2335,22.47,12.960,16.4,17,59.2,19.4
534.0,86,615.0,8.4,0.0,81.2,101,116,49.7,16,-1.6,17.9,22.2,0.993,15.7,1.7,62.4,16.2,2191,19.36,12.955,12.1,17,53.7,16.1
537.0,86,613.7,13.8,9.1,81.2,101,117,51.3,16,-1.4,18.3,21.9,0.993,17.2,-0.1,76.8,21.5,2212,25.79,12.880,23.1,17,55.8,23.8
540.0,86,612.0,21.9,12.2,81.2,100,118,63.9,16,-0.8,17.0,24.3,0.998,7.8,-0.8,27.8,12.5,2212,17.28,12.936,18.7,17,75.3,25.2
543.0,86,612.0,26.0,0.8,81.2,100,118,74.5,16,-0.8,31.4,12.0,1.002,16.8,-0.3,64.5,10.0,2212,12.03,12.960,14.6,17,77.1,24.0
546.0,86,611.8,27.5,14.0,81.2,100,118,75.0,16,-0.8,31.6,12.0,1.003,23.0,0.9,87.3,14.1,2313,15.75,12.941,15.8,17,52.5,25.1
549.0,86,614.8,31.9,7.4,81.2,100,118,73.9,16,-0.8,27.9,16.0,1.001,20.7,2.0,76.8,22.3,2489,28.33,12.882,27.8,17,86.7,33.7
552.0,86,614.2,23.4,5.1,81.2,100,117,66.6,16,-0.9,21.3,23.8,0.999,7.1,0.8,20.8,3.5,2186,5.14,12.960,3.5,17,32.0,16.7
555.0,86,612.0,10.5,6.7,81.2,101,114,47.3,16,-1.6,25.5,12.5,1.008,18.0,-1.5,65.6,16.1,2179,17.63,12.960,13.3,17,27.6,13.2
558.0,86,612.1,25.9,0.0,81.2,100,114,71.3,16,-1.0,24.3,15.6,1.004,20.7,-0.6,82.3,21.8,2203,25.81,12.960,23.2,17,74.9,27.8
561.0,86,614.7,27.0,0.0,81.2,100,114,72.6,16,-0.8,25.2,16.6,1.000,16.5,0.6,66.3,18.4,2212,23.54,12.952,22.0,17,88.5,27.5
564.0,86,616.0,20.7,20.4,81.2,100,113,69.9,16,-0.9,25.9,16.0,0.997,8.9,-0.0,29.0,9.4,2125,13.68,12.880,13.7,17,65.0,22.0
567.0,86,616.0,16.6,37.7,81.2,100,112,58.4,16,-1.6,21.2,16.0,1.005,20.0,-1.6,67.9,17.0,2125,20.46,12.834,19.4,17,71.5,23.5
570.0,86,616.0,28.2,0.0,81.2,100,112,73.7,16,-1.0,26.1,14.3,1.005,21.4,-0.7,83.6,21.4,2241,25.74,12.856,23.8,17,89.0,28.5
573.0,86,615.4,28.2,0.0,80.9,100,113,74.2,16,-2.1,28.8,13.3,0.998,22.7,1.1,84.8,22.7,2419,28.06,12.949,23.7,17,87.7,28.2
576.0,86,618.4,29.1,0.0,80.8,100,116,73.9,16,-3.1,29.8,13.5,0.992,23.1,2.9,85.0,23.5,2537,29.70,12.880,25.1,17,83.0,30.2
579.0,86,621.4,29.9,0.0,80.8,100,118,72.8,16,-3.1,29.8,15.0,0.999,23.1,1.6,83.4,23.1,2548,29.72,12.880,24.8,17,85.6,30.0
582.0,86,624.4,30.0,0.0,80.8,100,120,72.2,16,-3.1,30.2,15.0,1.000,23.1,1.1,82.8,23.1,2578,29.93,12.880,24.7,17,64.6,29.8
585.0,86,627.6,27.8,0.0,80.4,101,123,72.7,16,-3.1,29.1,15.3,1.000,22.6,1.1,82.4,22.8,2568,29.73,12.899,24.5,17,13.7,29.7
588.0,86,630.6,28.0,0.0,80.6,101,126,72.3,16,-3.1,26.4,17.3,0.999,21.2,1.4,80.7,21.9,2498,28.62,12.960,23.5,17,0.0,28.2
591.0,86,632.0,26.1,0.0,80.8,101,129,70.2,16,-3.1,22.7,21.5,0.998,18.0,0.8,71.4,18.0,2473,24.59,12.902,19.1,17,0.0,25.0
594.0,86,631.3,22.6,0.0,80.8,101,132,62.7,16,-3.1,22.7,21.5,0.999,18.3,1.3,72.1,18.2,2511,25.18,12.880,17.6,17,4.0,22.6
597.0,86,627.8,23.9,0.0,80.8,100,135,65.6,16,-3.1,24.7,20.6,1.000,19.4,1.2,74.5,19.2,2564,26.50,12.880,18.6,17,20.1,23.3
600.0,86,628.0,25.2,0.0,80.8,100,138,66.7,16,-3.1,25.9,20.2,0.999,19.9,1.1,75.6,19.5,2615,27.33,12.880,20.8,17,86.2,25.9
603.0,86,628.0,22.1,6.8,80.7,100,140,62.8,16,-3.0,24.8,21.1,0.998,18.4,2.3,67.5,13.7,2636,14.51,12.937,11.7,17,57.0,19.7
606.0,86,627.3,16.7,17.3,80.4,100,140,49.4,16,-2.3,17.3,26.5,1.002,16.7,1.2,62.1,15.5,2645,19.81,12.919,10.7,17,56.9,16.8
609.0,86,624.0,20.8,0.0,80.8,100,142,57.3,16,-2.3,21.9,24.0,1.000,18.4,1.2,67.8,18.4,2665,25.46,12.906,17.0,17,90.8,21.8
612.0,86,627.1,26.8,0.0,80.8,100,143,67.0,16,-2.7,27.8,20.4,0.996,21.7,1.6,78.1,21.7,2744,29.78,12.960,23.7,17,88.2,29.0
615.0,86,628.0,30.6,5.3,80.8,100,143,72.4,16,-3.1,32.2,18.3,0.993,24.4,1.5,81.2,24.7,2974,33.73,12.960,26.3,17,86.5,31.3
618.0,86,629.4,32.3,9.3,80.8,100,142,71.2,16,-3.1,32.2,21.5,0.996,25.1,0.8,80.4,25.0,3062,34.92,12.960,26.3,17,85.7,32.4
621.0,86,632.0,32.6,3.4,80.8,100,140,69.8,16,-3.1,32.5,21.1,1.000,25.7,1.8,80.4,25.6,3058,34.64,12.922,26.7,17,85.6,32.8
624.0,86,631.7,33.3,1.8,80.8,100,139,69.8,16,-3.1,32.3,21.0,1.001,25.0,2.3,80.1,25.1,2997,33.56,12.899,26.8,17,86.0,33.1
627.0,86,634.8,32.0,4.5,80.8,100,137,69.8,16,-3.1,31.9,21.0,1.001,24.0,2.3,79.5,24.0,2929,32.53,12.960,25.5,17,86.6,31.4
630.0,86,636.0,31.6,6.8,80.8,100,135,70.0,16,-3.1,31.5,20.9,1.000,24.3,2.3,79.2,24.3,2961,33.23,12.892,25.8,17,86.4,31.7
633.0,86,636.0,31.8,8.4,80.8,100,134,70.6,16,-3.1,31.8,20.5,0.999,24.3,1.6,79.5,24.6,2962,33.35,12.929,25.9,17,86.5,32.0
636.0,86,636.2,31.8,10.5,80.8,100,134,69.8,16,-3.1,28.9,19.1,0.999,22.9,1.6,80.9,23.7,2778,31.69,12.932,26.0,17,86.9,32.4
639.0,86,639.3,34.9,7.2,80.8,100,134,72.1,16,-3.1,30.5,17.6,1.005,23.0,1.3,81.9,22.6,2629,28.96,12.889,25.7,17,87.5,33.3
642.0,86,640.0,30.7,13.7,80.6,100,134,72.8,16,-3.1,31.8,16.5,1.010,24.4,1.0,81.7,22.5,2811,27.46,12.960,19.6,17,71.5,29.0
645.0,86,640.0,27.2,12.5,80.4,100,133,71.0,16,-3.1,28.1,16.4,0.997,23.1,2.3,82.4,23.1,2574,29.16,12.960,23.2,17,80.2,28.0
648.0,86,640.0,27.2,0.0,80.4,100,132,69.9,16,-3.1,27.8,16.0,1.002,22.2,1.2,82.4,22.8,2542,29.38,12.914,24.7,17,86.8,29.2
651.0,86,640.0,31.4,0.0,80.4,100,132,72.8,16,-3.1,30.7,16.3,1.001,23.1,0.8,82.0,23.3,2651,30.54,12.909,25.2,17,85.9,30.8
654.0,86,643.3,31.7,5.7,80.4,100,132,72.5,16,-3.1,32.0,17.0,1.000,23.9,1.1,81.5,23.9,2818,32.32,12.948,26.3,17,85.9,31.8
657.0,86,644.0,31.8,3.3,80.2,100,132,71.9,16,-3.1,31.8,17.6,1.000,23.9,1.6,81.1,23.9,2838,32.37,12.880,25.9,17,85.8,31.8
660.0,86,644.0,31.3,0.0,80.0,100,132,71.1,16,-3.1,31.4,17.8,1.003,23.9,1.6,80.0,23.9,2861,32.39,12.821,25.9,17,86.4,31.6
663.0,86,644.0,30.8,2.4,80.0,100,132,69.8,16,-3.1,27.8,16.0,1.002,22.8,2.1,81.3,24.2,2675,31.12,12.842,26.5,17,86.7,31.9
666.0,86,643.8,31.8,15.8,80.4,100,134,70.4,16,-3.1,29.9,17.9,1.001,23.1,2.0,80.7,24.3,2698,31.03,12.857,26.8,17,86.6,32.8
669.0,86,644.0,31.8,6.4,80.6,100,135,70.0,16,-3.1,31.5,19.8,1.000,24.0,1.6,78.8,24.3,2938,32.67,12.800,25.9,17,85.8,31.8
672.0,86,644.0,31.8,0.2,80.8,100,136,69.1,16,-3.1,31.8,20.5,1.000,24.3,1.6,78.3,24.3,2948,33.04,12.857,25.9,17,86.1,31.8
675.0,86,644.0,31.8,1.4,80.8,100,134,70.6,16,-3.1,31.8,20.9,0.998,24.3,1.6,78.4,24.3,2950,32.99,12.917,25.9,17,86.3,31.8
678.0,86,643.7,31.8,12.3,80.8,100,134,70.6,16,-3.1,31.8,21.0,0.997,24.3,1.9,78.9,24.3,2954,33.00,12.942,26.0,17,82.8,31.8
681.0,86,644.0,31.5,17.6,80.8,101,134,69.2,16,-3.1,30.1,20.4,0.999,24.0,2.2,80.2,24.3,2928,33.09,12.880,26.3,17,54.1,32.2
684.0,86,646.0,32.3,12.5,80.8,101,134,68.5,16,-3.1,28.0,19.0,1.002,23.1,1.6,83.1,24.3,2561,30.59,12.945,27.8,17,17.6,33.9
687.0,86,648.0,31.8,0.0,80.8,101,134,71.3,16,-3.1,32.5,19.0,1.003,22.0,0.8,77.7,21.7,2562,28.87,12.960,24.3,17,0.0,31.5
690.0,86,647.7,27.5,0.0,80.8,101,134,69.8,16,-3.1,28.8,17.9,1.000,21.5,1.7,77.6,21.2,2568,28.36,12.960,22.0,17,0.0,27.6
693.0,86,643.5,28.2,0.0,80.5,101,135,70.8,16,-3.1,28.3,17.3,0.998,21.6,2.3,79.2,21.9,2591,28.93,12.946,22.9,17,2.7,27.8
696.0,86,646.4,29.8,0.0,80.4,101,137,71.1,16,-3.1,29.6,17.3,0.998,22.5,2.3,80.0,22.7,2638,29.74,12.880,24.3,17,55.6,31.0
699.0,86,648.0,31.0,1.5,80.5,100,138,70.6,16,-3.1,31.0,18.0,0.999,23.1,2.3,80.0,23.5,2798,31.68,12.933,25.0,17,71.8,31.0
702.0,86,648.0,31.0,5.3,80.8,100,140,70.6,16,-3.1,31.0,19.5,0.998,23.1,1.9,79.8,23.5,2832,32.25,12.930,25.5,17,86.7,31.1
705.0,86,647.1,31.4,1.5,80.8,100,140,69.7,16,-3.1,31.2,20.1,1.000,23.1,1.4,76.6,22.1,2820,30.79,12.885,25.3,17,86.7,31.4
708.0,86,646.0,24.4,24.3,80.8,100,140,68.4,16,-3.1,30.6,20.9,1.003,23.1,0.8,68.6,18.0,2674,24.67,12.960,15.7,17,52.8,23.1
711.0,86,644.0,17.2,53.9,80.8,100,140,66.7,16,-3.1,26.7,20.5,0.996,21.9,0.8,75.2,20.7,2675,27.83,12.960,19.9,17,56.8,22.6
714.0,86,643.8,22.7,42.0,80.8,100,140,49.3,16,-2.6,20.9,23.9,1.005,21.4,1.2,78.2,21.8,2660,29.46,12.960,23.5,17,87.5,29.2
717.0,86,641.1,26.2,16.0,80.8,100,140,54.8,16,-2.6,20.9,24.0,1.008,18.2,2.1,68.6,19.5,2628,26.94,12.958,22.4,17,87.8,27.8
720.0,86,638.0,21.9,1.4,80.8,100,139,65.5,16,-2.9,25.0,21.0,0.995,9.3,3.9,27.1,9.0,2575,10.49,12.880,10.9,17,47.9,18.7
723.0,86,636.0,16.2,0.5,80.8,100,136,58.0,16,-2.3,20.8,23.5,1.002,17.3,-0.8,57.7,15.0,2558,18.94,12.928,11.1,17,54.7,16.2
726.0,86,635.8,18.8,2.5,80.8,100,134,56.5,16,-2.3,19.3,23.9,0.999,16.8,0.1,66.0,16.9,2533,23.03,12.960,13.7,17,84.6,18.8
729.0,86,631.6,18.8,7.0,80.8,100,133,56.5,16,-2.3,19.0,23.7,0.999,17.1,0.5,67.5,17.1,2509,23.14,12.934,14.4,17,91.3,18.8
732.0,86,632.0,24.4,2.5,80.8,100,132,63.5,16,-2.6,22.7,20.4,1.000,19.1,0.4,75.6,19.2,2511,25.65,12.800,18.4,17,89.4,24.3
735.0,86,632.0,28.8,1.9,80.8,100,132,71.4,16,-3.1,28.7,15.3,0.998,22.4,1.6,83.9,23.1,2587,30.05,12.880,23.8,17,87.5,28.6
738.0,86,633.1,30.9,3.3,80.8,100,132,71.5,16,-3.1,30.6,17.0,1.002,23.1,1.6,81.3,23.1,2689,30.93,12.880,25.1,17,86.7,30.8
741.0,86,636.2,31.8,0.0,80.8,100,132,73.7,16,-3.1,31.5,17.0,1.001,23.8,1.2,80.8,23.9,2789,32.42,12.880,25.8,17,86.4,31.4
744.0,86,639.5,32.5,0.0,80.8,100,131,73.2,16,-3.1,32.1,17.2,1.000,24.3,1.3,81.2,24.3,2838,33.30,12.880,26.5,17,85.6,32.9
747.0,86,640.0,28.2,1.3,80.6,100,129,72.0,16,-3.1,30.9,17.0,1.001,24.0,2.1,81.6,23.1,2798,31.49,12.880,22.4,17,89.3,26.1
750.0,86,640.0,28.8,1.6,80.4,100,128,71.1,16,-3.1,27.4,15.6,1.004,22.4,0.8,85.5,23.5,2499,29.97,12.941,26.1,17,87.5,29.4
753.0,86,640.9,34.0,1.1,80.4,100,128,72.9,16,-3.1,32.9,18.0,1.001,23.9,0.8,81.8,24.1,2749,31.42,12.914,26.8,17,86.1,32.9
756.0,86,644.0,32.2,6.0,80.4,100,130,72.1,16,-3.1,32.4,18.3,1.002,24.3,1.2,80.4,24.3,2880,32.62,12.908,26.4,17,85.9,32.2
759.0,86,643.3,33.0,1.7,80.7,100,130,72.6,16,-3.1,33.3,18.1,1.000,25.0,1.8,80.9,24.9,2896,33.14,12.960,27.0,17,85.9,32.2
762.0,86,644.0,35.1,0.0,80.8,100,131,72.9,16,-3.1,35.1,17.5,0.998,26.8,2.3,82.4,27.1,2937,34.47,12.960,30.6,17,85.1,35.1
765.0,86,645.0,36.8,1.5,80.8,100,132,72.9,16,-3.1,36.1,17.5,1.004,27.8,3.1,82.3,27.6,2946,35.33,12.911,30.4,17,84.7,36.7
768.0,86,648.0,36.5,7.0,80.8,100,132,72.9,16,-3.1,36.4,18.6,0.999,28.0,3.1,82.2,28.2,2974,35.70,12.911,30.5,17,84.7,36.8
771.0,86,647.2,36.8,2.1,80.8,100,132,73.3,16,-3.1,36.5,19.0,0.998,28.2,3.1,82.1,28.6,3003,35.52,12.949,31.0,17,84.7,36.5
774.0,86,648.0,36.7,0.0,80.8,100,133,73.0,16,-3.1,34.5,19.3,1.000,27.7,3.1,82.4,28.6,3011,35.08,12.880,30.6,17,85.2,36.5
777.0,86,648.0,34.2,0.0,80.8,100,134,70.6,16,-3.1,22.7,21.5,1.000,16.5,2.1,71.0,21.5,2715,28.75,12.917,24.0,17,85.0,31.2
780.0,86,647.1,20.8,0.0,80.8,101,128,66.3,16,-2.7,22.3,20.3,1.000,17.7,1.3,66.9,17.3,2466,23.39,12.949,15.8,17,83.9,18.4
783.0,86,645.9,23.3,0.0,80.8,101,127,66.0,16,-2.0,22.9,18.4,1.001,19.8,0.7,72.7,19.6,2400,25.71,12.880,20.4,17,24.1,23.4
786.0,86,644.0,26.7,0.0,80.9,101,124,72.4,16,-0.9,26.7,15.0,1.010,21.6,-0.8,81.9,21.4,2364,26.65,12.945,21.8,17,0.0,26.8
789.0,86,644.0,28.5,2.2,81.2,101,120,74.5,16,-3.1,28.6,13.8,0.998,22.1,1.1,83.1,22.2,2428,27.79,12.972,22.6,17,3.6,27.6
792.0,86,643.7,27.1,42.0,81.2,101,119,72.4,16,-3.1,27.7,14.3,0.995,22.1,2.0,83.6,22.3,2469,28.27,12.943,22.5,17,18.9,27.4
795.0,86,644.0,30.7,17.1,81.0,101,117,73.5,16,-3.1,30.1,14.5,0.998,22.6,1.8,83.3,22.6,2426,27.85,12.880,22.7,17,87.7,30.6
798.0,86,645.7,35.2,0.0,80.9,100,117,75.4,16,-3.1,35.9,13.9,0.999,26.7,3.1,84.7,27.1,2711,33.25,12.941,30.1,17,85.8,35.7
801.0,86,648.0,37.1,0.0,81.2,100,120,72.9,16,-3.1,32.2,17.0,0.997,24.8,2.5,83.3,25.2,2736,32.63,12.960,29.9,17,85.6,35.5
804.0,86,648.0,29.8,0.0,81.2,100,126,71.2,16,-3.1,30.9,16.7,1.001,23.7,2.0,81.8,23.8,2714,31.61,12.935,26.5,17,86.9,29.9
807.0,86,647.0,27.1,18.4,81.0,100,128,42.7,16,-2.1,20.2,7.7,0.708,17.2,1.2,67.5,19.1,2623,28.11,12.882,25.1,17,87.4,30.6
810.0,86,640.9,19.8,17.0,80.8,100,129,19.5,16,-1.0,5.6,-7.0,0.000,0.0,0.0,13.3,0.0,2386,4.92,12.960,8.0,17,33.8,17.2
813.0,86,628.3,10.6,0.7,80.8,101,126,43.1,16,-2.3,5.9,4.5,0.000,0.0,0.0,13.3,0.0,2364,4.80,12.960,0.6,17,0.3,6.9
816.0,86,611.9,6.3,5.3,80.8,101,118,19.3,16,-5.1,5.4,-5.0,0.000,0.0,0.0,12.9,0.0,2256,4.52,12.960,0.8,18,0.1,5.4
819.0,86,599.5,8.0,1.6,80.8,101,113,24.8,16,-4.0,8.8,5.2,0.363,4.4,-0.2,22.8,3.1,2114,6.26,12.952,1.7,18,0.4,7.8
822.0,86,596.0,13.8,0.0,80.8,101,109,44.1,16,-1.6,14.6,25.0,1.011,14.0,-0.7,54.8,14.2,2125,17.26,12.880,12.5,18,20.2,14.9
825.0,86,596.0,20.8,0.0,80.8,101,108,63.1,16,-1.6,19.2,19.0,0.999,16.9,0.0,72.2,17.3,2097,19.92,12.920,15.0,18,58.2,20.1
828.0,86,597.1,26.9,0.0,80.8,100,110,74.5,16,-0.8,28.5,13.4,1.005,22.3,0.5,82.2,22.1,2329,25.96,12.915,21.4,18,86.3,25.6
831.0,86,603.7,34.9,0.0,80.8,100,111,75.6,16,-2.2,30.5,13.7,1.009,23.0,1.4,84.4,23.2,2411,28.95,12.898,26.8,18,84.4,32.0
834.0,86,604.0,16.1,0.0,80.8,101,113,56.9,16,-2.5,25.8,17.5,1.003,19.7,1.8,76.8,18.9,2162,23.43,12.957,19.2,18,69.4,12.9
837.0,86,602.2,7.7,0.0,80.8,101,114,29.6,16,-2.3,16.6,22.7,0.979,17.3,0.0,71.4,17.3,2161,21.76,12.800,16.9,18,39.4,17.1
840.0,86,599.0,11.6,0.0,80.8,101,114,19.5,16,-6.3,5.9,35.0,0.992,13.4,1.3,52.1,17.5,2179,22.57,12.893,17.2,18,35.5,17.3
843.0,86,596.0,12.7,0.0,80.8,100,114,65.1,16,-2.6,16.5,25.3,0.996,14.2,2.0,54.1,16.6,2181,21.36,12.960,16.0,18,52.0,14.8
846.0,86,595.7,17.6,0.0,80.8,100,115,59.0,16,-1.6,18.7,21.8,0.999,15.5,2.0,62.5,15.7,2182,17.49,12.960,10.7,18,56.8,17.1
849.0,86,593.4,15.9,0.5,81.0,100,115,59.4,16,-1.6,18.9,21.1,0.995,16.1,1.5,66.2,15.9,2201,12.13,12.960,1.2,18,0.0,5.5
852.0,86,593.7,17.4,31.2,81.1,101,114,64.1,16,-1.5,20.9,18.8,0.986,18.0,0.8,74.1,17.6,2211,22.55,12.840,12.8,18,0.0,15.5
855.0,86,594.2,20.5,73.6,80.8,100,116,63.5,16,-0.8,12.5,27.0,0.990,12.2,0.2,49.7,13.4,2196,12.31,12.888,8.7,18,0.0,15.8
858.0,86,588.0,17.3,21.0,80.8,101,116,61.0,16,-1.4,18.1,22.5,0.983,15.0,0.9,57.2,14.9,2221,13.74,12.960,6.7,18,20.3,9.5
861.0,86,587.7,17.3,4.0,80.8,101,117,58.4,16,-1.6,19.1,21.5,0.987,16.7,1.6,66.8,14.8,2248,20.05,12.946,16.4,18,87.7,22.5
864.0,86,588.0,10.1,0.0,80.8,101,118,53.9,16,-1.6,13.7,20.7,0.996,14.6,0.9,55.3,8.5,2224,7.63,12.880,4.7,18,31.4,13.3
867.0,86,588.0,13.5,0.0,80.8,101,118,57.1,16,-1.9,8.7,16.6,0.992,13.8,-2.3,53.3,14.9,2325,19.55,12.943,10.9,18,24.4,16.3
870.0,86,590.0,24.3,0.3,80.7,101,118,74.4,16,-3.1,29.4,13.5,0.998,22.7,0.8,75.3,20.5,2531,26.54,12.960,19.4,18,50.6,23.0
873.0,86,596.4,30.3,1.8,80.4,100,118,72.9,16,-3.1,31.2,15.6,0.997,23.4,1.6,82.9,23.9,2686,31.68,12.960,26.5,18,86.5,31.3
876.0,86,603.6,36.9,5.9,80.4,100,118,74.9,16,-3.1,34.6,15.7,0.999,24.7,1.9,83.7,25.5,2772,33.72,12.960,30.0,18,85.9,36.9
879.0,86,606.6,36.7,2.8,80.4,100,120,76.1,16,-3.1,36.5,15.2,1.002,25.9,2.3,84.5,26.3,2824,34.29,12.960,31.0,18,84.7,36.6
882.0,86,611.7,31.2,11.1,80.3,100,123,74.5,16,-2.6,34.4,15.2,0.999,25.7,2.3,83.5,25.9,2811,33.46,12.960,28.5,18,85.8,35.7
885.0,86,616.0,26.3,21.3,80.0,100,124,70.0,16,-0.8,27.8,13.5,1.007,23.1,-0.8,85.7,24.4,2601,30.98,12.960,27.2,18,86.5,34.0
888.0,86,616.2,32.5,0.0,80.0,100,124,72.9,16,-3.1,31.0,15.2,1.004,23.6,1.0,84.1,23.9,2638,30.85,12.897,26.7,18,86.6,32.2
